Q5,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,experience_overall,CV_easy,CV_novel,years_experience,Q274,Q275,Q276,job_gender_type,normative_job_gender,Q208_First Click,Q208_Last Click,Q208_Page Submit,Q208_Click Count,nCRT1,nCRT2,nCRT3,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,novel_acheck,Q117,PROLIFIC_PID,condition,job,job_desc,name,CVlink,job_pop
ice,5.783,129.298,130.757,17,6,7,5,12,0,29,7,2,4,3.288,14.599,17.288,4,First,7,June,0,,61,2,5,,No,4,40,153,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,7.254,95.641,97.393,23,6,6,5,11,0,34,7,6,4,4.801,18.007,22.19,6,2,8,Emily,0,,54,2,5,,,4,40,154,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,2.785,95.153,96.122,16,5,6,4,6,0,36,7,5,4,18.649,29.423,35.502,3,First ,8,Emily ,0,,81,2,5,,No,4,40,155,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,
ice,34.161,71.568,72.601,16,7,6,2,9,0,40,7,7,4,0.847,13.603,16.851,6,Second ,8,Emily,0,,72,2,2,,No,4,40,157,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,94.378,105.977,114.453,3,7,6,4,11,0,33,7,7,4,2.755,36.341,39.535,5,2,8,Emily,0,,73,2,6,,,4,34,158,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,26.796,60.621,62.102,20,5,5,3,7,0,24,7,2,4,8.573,33.906,36.301,9,1st place,7,Emily ,0,,80,2,4,,No,4,38,159,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,3.348,37.301,38.202,18,5,6,3,12,0,30,7,3,4,3.702,11.772,16.892,5,2nd,8,Emily,1,,82,2,2,,No,4,29,160,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,2.803,9.683,11.701,7,5,5,3,5,0,24,7,5,3,1.087,14.033,15.608,4,First,7,May,1,,73,2,2,,,6,27,161,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,
ice,44.599,111.841,112.601,9,6,7,1,11,0,30,7,4,4,2.063,21.693,24.522,4,second,8,Emily ,0,,74,2,3,,No,5,40,163,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,78.133,90.109,91.442,3,5,6,2,11,0,28,7,4,4,3.303,3.303,24.633,1,second,8,Emily,0,,61,2,5,,No,4,43,164,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,50.538,162.599,167.101,18,7,6,6,5,0,26,7,4,4,10.713,40.272,46.771,6,first,7,Emily,0,,56,2,3,,No,4,26,165,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,2.334,72.951,74.164,14,7,4,5,7,0,34,7,2,4,1.516,22.117,24.918,5,Second ,8,Emily ,0,,68,2,4,,No ,4,38,166,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,42.777,46.797,48.047,3,6,5,4,7,0,28,7,6,4,4.725,27.421,32.248,3,second,7,June,0,,82,5,3,,no,4,45,167,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,24.374,64.411,65.316,13,7,6,5,7,0,28,7,3,4,4.833,17.049,25.327,3,Second ,8,Emily ,0,,76,2,3,,No,7,43,168,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,4.363,24.442,24.485,13,4,4,3,10,0,32,7,1,4,5.503,16.636,21.936,4,first,7,emily,0,,74,5,2,,no,6,45,169,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,224.182,235.042,236.28,3,4,6,4,11,0,32,7,6,4,9.1,32.091,41.67,3,third,8,Emily,0,,61,2,5,,no,4,39,170,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,3.01,37.317,38.428,16,4,4,4,2,0,20,7,6,4,1.669,27.456,38.452,5,Second,8,Emily,1,,82,3,3,,No,7,45,171,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,66.47,74.738,76.057,3,7,7,5,8,0,33,7,1,4,1.822,24.845,28.352,5,first,8,emily,1,,68,5,6,,Some of the previous job titles didn't tally with the position?! An HR advisor leading a team of HRBPs seems a bit unlikely...,4,41,172,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,13.803,39.859,40.137,6,6,6,4,11,0,35,7,5,6,0.914,31.399,31.702,4,1st,8,june,1,,70,2,6,,no,6,33,173,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,303.277,396.764,398.176,4,5,6,4,11,0,30,4,7,4,5.605,53.829,63.74,5,second,8,Emily,1,,68,5,5,,,6,45,174,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,10.661,197.836,198.727,14,7,7,6,11,0,33,4,7,4,3.332,140.079,142.071,5,2nd place,0,emily,0,,82,2,3,,No,5,39,175,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,8.395,115.536,116.524,35,7,7,1,12,0,29,7,2,4,0.715,38.252,42.5,11,First,7,Emily,0,,68,2,3,,No,7,43,176,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,48.341,140.757,141.932,3,7,3,3,12,0,32,7,7,3,8.473,36.915,38.846,6,2nd,8,Emily,0,,73,5,5,,No,4,40,177,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,17.812,79.836,84.881,13,5,7,1,9,0,31,7,5,4,7.191,46.682,47.659,9,first8,8,emily,0,,48,2,6,,,4,38,178,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,
ice,48.367,54.942,55.591,3,6,6,5,12,0,30,7,3,4,3.476,15.789,25.545,4,first,7,Emily,0,,74,2,5,,No,7,41,180,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,55.173,210.979,212.274,16,6,4,4,11,0,35,7,4,4,4.083,22.179,27.478,4,1,7,Emily,0,,81,3,3,,No,4,40,181,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,35.563,255.699,256.709,4,5,6,4,3,0,20,7,7,5,1.347,13.976,22.226,3,second,7,Emily,1,,77,3,3,,No,4,40,182,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,12.19,171.872,173.042,10,6,6,5,11,0,32,7,7,4,2.249,10.909,16.698,2,First,8,Emily,1,,77,2,5,,No.,4,33,183,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,25.952,33.808,35.131,3,7,7,3,10,0,28,7,7,4,3.136,23.986,28.064,3,second,8,Emily,0,,68,2,5,,No,4,45,184,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,79.273,91.528,92.299,7,6,2,3,12,0,30,7,5,6,1.996,21.989,34.497,6,second,8,Emily,1,,81,2,3,,no,4,42,185,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,114.307,146.817,148.055,3,7,3,1,11,0,30,7,6,4,2.487,13.093,18.018,3,second,8,Emily,0,,80,2,3,,No,4,40,186,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,110.339,124.114,126.598,3,5,3,3,11,0,30,7,5,4,5.87,50.371,52.76,4,first,8,Emily,1,,58,2,5,,No,4,37,187,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,33.883,104.941,105.649,17,5,4,4,7,1,40,7,6,4,2.78,14.929,16.151,4,second,8,Emily,0,,82,2,4,,No,4,40,188,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
ice,17.735,96.32,97.247,28,5,6,2,10,0,27,7,4,4,2.162,16.431,25.289,5,First ,8,Emily,0,,66,2,6,,No,4,34,189,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,15.591,152.196,153.594,42,7,7,3,11,0,30,7,4,4,5.668,35.034,40.548,3,First,8,Emily,0,,49,2,5,,,4,43,190,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,158.632,179.508,181.276,4,6,6,4,11,0,32,7,5,4,5.007,19.75,27.389,3,second,8,Emily,1,,42,2,8,HND,,4,40,191,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,75.488,101.973,107.537,4,6,6,3,15,0,37,7,6,4,3.433,39.095,51.095,3,second,8,Emily,0,,82,5,4,,no,7,40,192,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
ice,39.793,53.507,54.399,4,4,7,3,4,0,22,7,6,4,3.634,9.708,23.913,2,2nd,8,Emily,0,,82,5,2,,no,6,40,193,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,6.208,38.464,39.291,14,3,6,2,5,0,24,4,7,4,3.545,28.213,37.801,3,2nd,8,june,0,,57,2,5,,no,4,43,194,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,
ice,2.68,52.186,53.859,12,6,5,2,5,0,30,7,2,4,1.744,17.864,21.038,5,1,7,Emily,0,,76,2,5,,No,4,33,196,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,59.153,86.25,87.384,4,5,4,4,11,0,33,7,7,5,2.777,9.437,12.874,3,Second,8,Emily,0,,82,2,2,,No,4,45,197,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,46.659,65.497,66.489,4,6,6,2,5,0,30,7,2,4,2.153,25.739,26.93,4,2nd,8,Emily,1,,54,2,5,,no,4,40,198,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,7.953,92.464,93.821,4,6,7,5,9,0,36,7,7,4,6.902,25.44,38.221,3,first,8,Emily,0,,72,2,6,,No,4,34,199,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,11.585,62.771,64.073,10,6,5,3,10,0,24,7,4,4,3.484,20.153,24.235,3,second,8,Emily,0,,63,2,5,,No,4,37,200,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,
ice,23.778,76.396,78.613,8,4,5,4,5,0,25,7,3,4,4.487,31.521,34.401,3,2nd,8,May,1,,62,2,4,,No,4,38,202,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
ice,10.653,125.232,126.462,15,7,7,3,11,0,34,7,5,4,7.059,21.859,25.7,5,2nd,8,Emily,0,,49,2,5,,No,4,38,203,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,9.163,66.787,68.563,9,6,7,2,9,0,28,7,7,5,6.541,32.866,36.394,5,First,8,June,0,,59,2,5,,No.,6,37,204,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,
ice,1.232,70.209,71.357,9,4,7,4,10,0,29,7,1,4,4.291,25.169,32.698,3,2nd,8,Emily,1,,72,5,3,,No,7,44,206,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,118.688,183.531,185.938,7,6,6,3,11,0,33,7,5,4,3.47,17.844,35.605,3,first,8,June,1,,79,5,5,,No.,4,40,207,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,57.702,64.589,65.917,4,5,6,6,10,0,27,7,5,4,4.596,13.165,17.481,3,first,8,emily,0,,58,2,5,,no,6,38,208,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,8.428,12.677,41.641,3,5,4,4,3,1,23,7,7,4,1.131,12.892,22.165,3,First,7,Emily,1,,80,2,4,,No,7,32,209,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,108.415,327.846,329.617,16,6,7,4,11,0,35,7,3,4,4.437,33.007,40.112,5,2nd,8,Emily ,0,,61,2,2,,no,6,40,210,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,65.625,74.937,75.738,3,6,6,5,11,0,33,7,6,4,3.532,19.324,22.172,3,first,7,june,1,,63,3,5,,,6,34,211,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,33.021,143.562,145.272,20,6,3,3,7,0,30,7,6,4,9.637,47.088,49.216,4,2nd,7,Emily,0,,65,2,5,,No,4,34,212,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,0.935,3.956,4.818,6,5,3,5,6,0,24,7,5,3,5.062,21.124,24.047,6,First ,8,emily,1,,73,2,5,,no,7,45,213,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,0.834,159.622,161.072,32,7,6,3,12,0,33,7,4,4,22.169,42.968,50.306,7,First ,8,Emily ,0,,69,2,2,,No.,6,40,214,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,12.918,170.803,172.127,38,5,6,4,11,0,32,7,6,4,4.585,18.766,31.062,4,first,7,June,1,,56,2,2,,"Would not have hired applicant, did no have the relevant experience",7,32,215,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,0.559,30.924,32.056,17,5,5,2,4,0,23,7,3,4,1.176,23.466,30.563,5,First ,8,Emily ,0,,79,3,5,,,4,38,216,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,
ice,3.161,33.16,34.081,18,7,5,1,11,0,32,7,4,4,135.417,191.22,196.052,8,First ,7,Emily,0,,71,2,5,,No,4,37,218,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,91.752,100.329,101.032,4,6,7,6,7,0,33,7,6,2,5.597,27.153,27.433,5,second,8,Emily,0,,65,2,7,,No,4,34,219,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,37.648,52.664,53.8,4,6,6,2,11,0,30,7,5,4,4.726,4.726,21.661,1,second,8,emily,1,,78,2,3,,No,4,40,220,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,
ice,36.288,128.699,129.809,5,7,7,4,9,0,24,7,2,4,4.758,12.926,28.155,3,first,7,June,1,,50,2,5,,,4,42,222,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,3.037,126.139,128.378,11,5,7,3,11,0,33,7,6,4,1.949,12.35,27.517,4,2,8,Emily,0,,60,2,5,,No,4,43,223,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,149.077,184.737,186.324,5,4,5,1,11,0,34,8,6,4,17.279,17.279,38.479,1,second,8,Emily,0,,60,2,4,,I selected 'Other' for the ethnicity which I thought the applicant was as I genuinely wouldn't make an assumption from the information provided.,4,40,224,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,50.724,132.701,134.208,21,7,6,6,9,0,30,7,3,4,9.402,34.884,38.402,6,First,8,June,0,,59,2,3,,No,7,43,225,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,2.587,86.824,87.966,6,3,6,4,12,0,35,7,2,4,3.123,20.207,23.06,4,second,8,Emily,0,,69,2,5,,No,4,43,226,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,5.05,171.044,176.682,43,6,5,5,6,0,23,7,3,4,12.875,31.524,35.995,3,1,8,Emily ,0,,74,8,3,,No,5,40,227,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
