record,experimental.condition,region,working.pattern,positive.callback,positive.callback.alt,other.further.stage,negative.response,negative.or.no.response,response,female.dominated,high.skill,salary,missing.salary
PM,4,london,Full-time,1,0,1,0,0,Other further stage,0,1,30000,0
CC,2,south east,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
SW,1,north west,Not stated,0,0,0,0,1,No response,1,0,17035,0
HR,3,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
FM,3,scotland,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,4,west midlands,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,4,scotland,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,1,north west,Other,0,0,0,0,1,No response,1,0,NA,1
HR,2,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SE,4,east,Full-time,0,0,0,1,1,Rejection,0,1,47500,0
SW,3,south east,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
SW,2,south east,Full-time,0,0,0,0,1,No response,1,0,17064,0
SE,4,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,0,1,35000,0
PM,4,northern ireland,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
HR,2,east,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
HR,1,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,1,1,58750,0
AA,2,wales,Full-time,0,0,0,0,1,No response,1,0,17000,0
SE,1,south west,Full-time,0,0,0,0,1,No response,0,1,49000,0
SE,2,northern ireland,Full-time,1,1,0,0,0,Invitation to interview,0,1,50000,0
PM,4,south west,Full-time,0,0,0,0,1,No response,0,1,35000,0
AA,1,north west,Full-time,0,0,0,0,0,Other outcome,1,0,17000,0
PM,3,west midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,3,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
WO,1,wales,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
HR,3,west midlands,Full-time,0,0,0,0,1,No response,1,1,50000,0
SW,1,east,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
HR,4,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,2,scotland,Full-time,0,0,0,0,0,Other outcome,0,0,16200,0
AA,4,east,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,3,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,1,london,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
FM,3,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,4,north west,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,1,south east,Full-time,0,0,0,1,1,Rejection,0,1,40000,0
SW,4,london,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,3,south west,Full-time,0,0,0,1,1,Rejection,0,1,72000,0
SW,4,london,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
SE,2,north east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,1,south east,Other,0,0,0,1,1,Rejection,1,1,43500,0
SW,4,south west,Other,1,0,1,0,0,Other further stage,1,0,16560,0
FM,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,1,west midlands,Full-time,0,0,0,0,1,No response,0,1,29920,0
FM,2,north west,Part-time,1,1,0,0,0,Invitation to interview,0,1,32500,0
FM,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,40000,0
AA,2,london,Full-time,0,0,0,0,1,No response,1,0,14778,0
AA,2,london,Full-time,0,0,0,0,1,No response,1,0,13500,0
CC,3,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
AA,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,18000,0
SW,4,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,22000,0
FM,3,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,4,london,Full-time,0,0,0,1,1,Rejection,1,1,95000,0
AA,3,north west,Full-time,0,0,0,0,0,Other outcome,1,0,15250,0
PM,4,scotland,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,1,london,Part-time,0,0,0,0,0,Other outcome,0,1,NA,1
HR,2,west midlands,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
HR,4,london,Other,1,0,1,0,0,Other further stage,1,1,52000,0
SW,4,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
FM,2,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,4,london,Full-time,0,0,0,0,1,No response,1,1,NA,1
WO,4,east midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
FM,4,south east,Full-time,0,0,0,1,1,Rejection,0,1,75000,0
SW,4,scotland,Part-time,0,0,0,0,1,No response,1,0,NA,1
SW,1,east midlands,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,19564,0
AA,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,17100,0
FM,3,east,Part-time,0,0,0,1,1,Rejection,0,1,57500,0
FM,2,yorkshire & humber,Part-time,0,0,0,0,1,No response,0,1,36000,0
CC,2,north west,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
PM,2,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,3,south east,Not stated,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
CC,3,north west,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
HR,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,1,40000,0
AA,4,east,Full-time,0,0,0,1,1,Rejection,1,0,18000,0
SW,4,london,Other,0,0,0,0,0,Not actionable request for further information,1,0,19000,0
HR,2,west midlands,Part-time,0,0,0,0,1,No response,1,1,NA,1
SW,3,south west,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,1,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,15039,0
CC,1,south east,Full-time,1,0,1,0,0,Other further stage,1,0,15480,0
AA,3,scotland,Part-time,0,0,0,0,1,No response,1,0,NA,1
FM,4,wales,Part-time,0,0,0,1,1,Rejection,0,1,NA,1
HR,3,south east,Not stated,0,0,0,0,1,No response,1,1,37500,0
AA,4,london,Full-time,0,0,0,0,1,No response,1,0,25000,0
FM,2,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,35141,0
SW,4,east midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,14778,0
FM,4,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,2,north west,Full-time,1,0,1,0,0,Other further stage,0,1,50000,0
AA,1,west midlands,Other,0,0,0,0,1,No response,1,0,NA,1
AA,3,north west,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,4,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
AA,2,london,Not stated,1,1,0,0,0,Invitation to interview,1,0,28000,0
CC,3,south east,Full-time,0,0,0,0,0,Other outcome,1,0,19000,0
PM,2,south east,Full-time,0,0,0,0,1,No response,0,1,28000,0
SW,4,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,14940,0
CC,1,wales,Full-time,0,0,0,0,1,No response,1,0,24750,0
FM,1,london,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SE,4,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,2,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,17732,0
FM,1,west midlands,Full-time,0,0,0,0,1,No response,0,1,47500,0
WO,3,east,Not stated,0,0,0,0,1,No response,0,0,NA,1
SE,4,south west,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
CC,2,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
CC,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,17000,0
CC,2,london,Full-time,0,0,0,0,1,No response,1,0,25000,0
SW,2,south east,Part-time,0,0,0,0,1,No response,1,0,16542,0
WO,2,south east,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
CC,2,scotland,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,4,south west,Part-time,0,0,0,0,0,Other outcome,1,0,NA,1
SW,1,south east,Other,0,0,0,0,0,Not actionable request for further information,1,0,14778,0
AA,2,london,Full-time,0,0,0,0,1,No response,1,0,NA,1
WO,3,london,Part-time,0,0,0,0,1,No response,0,0,19350,0
HR,3,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
HR,4,london,Not stated,0,0,0,0,0,Actionable request for further information,1,1,37500,0
PM,2,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,0,1,35000,0
SW,3,south west,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
FM,3,other,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,1,south east,Not stated,0,0,0,0,1,No response,0,0,NA,1
FM,3,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,2,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
HR,4,east,Full-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
FM,1,west midlands,Part-time,0,0,0,1,1,Rejection,0,1,35000,0
AA,2,east,Other,0,0,0,0,1,No response,1,0,NA,1
HR,1,north west,Full-time,0,0,0,0,1,No response,1,1,35500,0
WO,4,london,Full-time,0,0,0,0,1,No response,0,0,15012,0
FM,3,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,44500,0
CC,3,north west,Full-time,1,0,1,0,0,Other further stage,1,0,20400,0
SE,1,london,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,3,london,Full-time,0,0,0,0,1,No response,1,0,20000,0
HR,4,north west,Full-time,0,0,0,0,1,No response,1,1,NA,1
PM,4,south east,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SW,1,south west,Full-time,1,0,1,0,0,Other further stage,1,0,16200,0
FM,1,south east,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,35337.5,0
FM,4,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,1,east,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,1,south east,Full-time,1,0,1,0,0,Other further stage,0,1,30000,0
FM,4,london,Part-time,1,1,0,0,0,Invitation to interview,0,1,21000,0
FM,1,east,Part-time,1,0,1,0,0,Other further stage,0,1,30000,0
SW,3,south east,Full-time,0,0,0,0,1,No response,1,0,18020,0
FM,2,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,42000,0
PM,3,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,35500,0
CC,1,south west,Full-time,0,0,0,0,0,Other outcome,1,0,18000,0
PM,3,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,1,NA,1
AA,4,west midlands,Part-time,1,0,1,0,0,Other further stage,1,0,15840,0
FM,2,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,3,yorkshire & humber,Part-time,1,1,0,0,0,Invitation to interview,0,1,35000,0
AA,3,north west,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,3,south west,Not stated,0,0,0,1,1,Rejection,0,1,66625,0
FM,3,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,1,east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
CC,2,west midlands,Full-time,0,0,0,0,1,No response,1,0,17000,0
CC,3,london,Full-time,1,1,0,0,0,Invitation to interview,1,0,23000,0
AA,4,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,18474,0
PM,3,south east,Full-time,0,0,0,0,1,No response,0,1,26500,0
HR,3,scotland,Part-time,0,0,0,1,1,Rejection,1,1,40000,0
WO,2,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
HR,2,scotland,Not stated,0,0,0,0,1,No response,1,1,NA,1
AA,3,scotland,Full-time,0,0,0,0,1,No response,1,0,18000,0
CC,1,west midlands,Part-time,0,0,0,1,1,Rejection,1,0,15174,0
SW,4,west midlands,Other,1,0,1,0,0,Other further stage,1,0,15552,0
HR,2,north west,Full-time,0,0,0,1,1,Rejection,1,1,50000,0
FM,1,north west,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
AA,4,yorkshire & humber,Part-time,0,0,0,0,1,No response,1,0,19554,0
SE,2,scotland,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,1,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,17750,0
AA,3,london,Other,0,0,0,0,1,No response,1,0,NA,1
CC,3,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,16000,0
FM,3,east,Other,0,0,0,0,0,Other outcome,0,1,50000,0
AA,4,west midlands,Part-time,1,0,1,0,0,Other further stage,1,0,NA,1
SW,4,south east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
PM,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,3,london,Other,1,1,0,0,0,Invitation to interview,1,0,16335,0
PM,2,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,2,london,Full-time,0,0,0,0,1,No response,1,0,18000,0
SW,1,london,Not stated,1,1,0,0,0,Invitation to interview,1,0,16794,0
SW,4,south west,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,15750,0
SE,3,north west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
FM,1,scotland,Part-time,0,0,0,1,1,Rejection,0,1,27500,0
HR,4,north east,Full-time,1,1,0,0,0,Invitation to interview,1,1,34000,0
CC,4,london,Full-time,0,0,0,0,1,No response,1,0,30000,0
SW,1,yorkshire & humber,Other,0,0,0,0,1,No response,1,0,NA,1
HR,3,east,Full-time,1,0,1,0,0,Other further stage,1,1,38500,0
CC,1,north west,Part-time,0,0,0,0,1,No response,1,0,18450,0
WO,2,west midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
HR,1,london,Full-time,0,0,0,0,1,No response,1,1,NA,1
AA,2,london,Other,0,0,0,0,1,No response,1,0,19000,0
AA,3,london,Full-time,0,0,0,0,1,No response,1,0,21000,0
WO,2,south east,Full-time,1,1,0,0,0,Invitation to interview,0,0,15084,0
SW,3,south east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
CC,4,west midlands,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
AA,3,south east,Part-time,1,0,1,0,0,Other further stage,1,0,16200,0
HR,4,london,Part-time,1,1,0,0,0,Invitation to interview,1,1,31500,0
SE,1,east,Full-time,0,0,0,0,1,No response,0,1,40000,0
AA,3,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,1,0,17500,0
CC,1,london,Full-time,0,0,0,0,0,Other outcome,1,0,23000,0
SW,3,west midlands,Part-time,0,0,0,0,1,No response,1,0,14778,0
CC,1,east,Full-time,0,0,0,0,0,Other outcome,1,0,16000,0
SE,1,london,Full-time,1,1,0,0,0,Invitation to interview,0,1,38000,0
FM,2,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
FM,1,south west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
PM,3,scotland,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,3,scotland,Other,0,0,0,1,1,Rejection,1,0,27900,0
FM,4,north west,Full-time,0,0,0,0,1,No response,0,1,70000,0
FM,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,4,south east,Full-time,0,0,0,0,1,No response,0,1,55000,0
SW,4,south west,Other,1,0,1,0,0,Other further stage,1,0,NA,1
WO,1,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,0,0,NA,1
PM,4,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,4,wales,Not stated,1,0,1,0,0,Other further stage,0,0,NA,1
HR,4,south east,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
AA,3,south east,Part-time,0,0,0,0,1,No response,1,0,14400,0
CC,3,london,Full-time,0,0,0,0,1,No response,1,0,20000,0
HR,4,london,Not stated,1,0,1,0,0,Other further stage,1,1,42500,0
CC,2,north west,Full-time,0,0,0,1,1,Rejection,1,0,20000,0
CC,1,east,Part-time,1,0,1,0,0,Other further stage,1,0,NA,1
CC,4,north west,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
AA,3,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
AA,4,east,Full-time,0,0,0,0,1,No response,1,0,14868,0
SW,2,yorkshire & humber,Other,1,0,1,0,0,Other further stage,1,0,17460,0
AA,3,south east,Full-time,0,0,0,1,1,Rejection,1,0,17077,0
PM,1,yorkshire & humber,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
WO,2,south west,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,3,north east,Part-time,0,0,0,0,1,No response,0,0,NA,1
WO,1,south east,Full-time,0,0,0,0,1,No response,0,0,16875,0
PM,4,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,4,london,Full-time,1,0,1,0,0,Other further stage,0,1,80000,0
CC,1,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,14778,0
FM,4,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SW,2,scotland,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,22949.5,0
CC,3,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,18000,0
AA,2,west midlands,Full-time,0,0,0,1,1,Rejection,1,0,17000,0
WO,1,east,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
SW,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,20360,0
AA,1,yorkshire & humber,Other,0,0,0,0,1,No response,1,0,16237,0
SE,2,south west,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,4,north west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
HR,1,east,Other,0,0,0,1,1,Rejection,1,1,NA,1
FM,2,east,Full-time,1,1,0,0,0,Invitation to interview,0,1,35000,0
AA,4,london,Full-time,0,0,0,0,1,No response,1,0,18200,0
CC,1,south east,Full-time,0,0,0,0,1,No response,1,0,17400,0
HR,1,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
HR,1,scotland,Not stated,1,1,0,0,0,Invitation to interview,1,1,NA,1
SW,1,south west,Other,1,0,1,0,0,Other further stage,1,0,15750,0
PM,2,london,Full-time,0,0,0,1,1,Rejection,0,1,30000,0
FM,2,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,3,south west,Part-time,0,0,0,0,0,Other outcome,0,1,32000,0
PM,4,south west,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,1,east,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,NA,1
CC,2,south west,Full-time,0,0,0,1,1,Rejection,1,0,21500,0
WO,4,south west,Full-time,0,0,0,0,1,No response,0,0,15030,0
HR,1,south east,Full-time,0,0,0,0,1,No response,1,1,35052,0
AA,4,london,Not stated,0,0,0,1,1,Rejection,1,0,NA,1
PM,2,east,Full-time,0,0,0,0,1,No response,0,1,52500,0
AA,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,6165,0
AA,3,north west,Part-time,0,0,0,0,1,No response,1,0,17550,0
FM,2,london,Full-time,0,0,0,0,1,No response,0,1,50000,0
SW,4,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,13760,0
SE,4,yorkshire & humber,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,1,east midlands,Full-time,0,0,0,1,1,Rejection,0,0,17000,0
CC,4,east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
FM,1,north west,Full-time,1,1,0,0,0,Invitation to interview,0,1,37500,0
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
PM,4,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,1,east,Not stated,0,0,0,0,0,Other outcome,0,0,14778,0
SE,4,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
CC,1,wales,Full-time,0,0,0,0,1,No response,1,0,35000,0
HR,2,london,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
WO,4,west midlands,Full-time,0,0,0,1,1,Rejection,0,0,14000,0
CC,2,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,0,18000,0
PM,2,north west,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
PM,4,scotland,Full-time,1,1,0,0,0,Offer,0,1,16200,0
PM,3,wales,Full-time,0,0,0,1,1,Rejection,0,1,55000,0
WO,3,east midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
CC,4,east midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,3,london,Full-time,0,0,0,0,1,No response,0,1,60000,0
FM,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,3,south west,Part-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
SE,2,north east,Full-time,0,0,0,1,1,Rejection,0,1,30000,0
FM,3,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,4,west midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,4,south west,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
CC,3,yorkshire & humber,Part-time,0,0,0,0,1,No response,1,0,14319,0
FM,1,yorkshire & humber,Part-time,0,0,0,1,1,Rejection,0,1,NA,1
PM,2,london,Full-time,0,0,0,1,1,Rejection,0,1,34500,0
SE,3,north east,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,3,south west,Other,1,0,1,0,0,Other further stage,1,0,15750,0
SW,4,scotland,Other,0,0,0,0,1,No response,1,0,18302,0
HR,1,east,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
WO,3,scotland,Full-time,0,0,0,0,1,No response,0,0,14400,0
FM,3,east,Part-time,0,0,0,0,0,Other outcome,0,1,NA,1
SE,4,north west,Other,0,0,0,0,0,Not actionable request for further information,0,1,19000,0
FM,4,east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,1,south east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,30000,0
SW,4,west midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,17100,0
SE,2,north west,Not stated,0,0,0,0,0,Actionable request for further information,0,1,NA,1
HR,3,northern ireland,Full-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
PM,3,west midlands,Full-time,0,0,0,0,1,No response,0,1,30000,0
CC,4,south east,Full-time,1,0,1,0,0,Other further stage,1,0,17000,0
CC,2,north west,Not stated,1,0,1,0,0,Other further stage,1,0,18750,0
CC,2,east,Other,0,0,0,0,0,Other outcome,1,0,16200,0
SW,2,west midlands,Full-time,0,0,0,0,1,No response,1,0,14778,0
SE,4,south west,Not stated,0,0,0,0,1,No response,0,1,55000,0
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,75000,0
AA,3,london,Full-time,0,0,0,0,1,No response,1,0,22500,0
HR,2,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
AA,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,1,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,2,south east,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
HR,2,south west,Full-time,0,0,0,0,1,No response,1,1,NA,1
FM,1,south west,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,4,east,Not stated,1,0,1,0,0,Other further stage,1,0,NA,1
WO,2,scotland,Full-time,0,0,0,0,1,No response,0,0,16200,0
SE,1,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
PM,1,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SW,4,south east,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,4,scotland,Other,1,0,1,0,0,Other further stage,1,0,18000,0
HR,1,london,Part-time,0,0,0,0,1,No response,1,1,NA,1
HR,4,london,Not stated,1,1,0,0,0,Invitation to interview,1,1,NA,1
SW,4,east,Full-time,1,0,1,0,0,Other further stage,1,0,16200,0
SW,3,west midlands,Other,1,1,0,0,0,Invitation to interview,1,0,16200,0
HR,3,south east,Part-time,0,0,0,0,1,No response,1,1,NA,1
WO,4,south west,Full-time,0,0,0,1,1,Rejection,0,0,22000,0
CC,4,east,Not stated,0,0,0,0,1,No response,1,0,NA,1
HR,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,1,NA,1
SE,1,scotland,Full-time,0,0,0,0,0,Other outcome,0,1,25000,0
CC,3,south east,Full-time,1,0,1,0,0,Other further stage,1,0,25000,0
PM,4,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,0,1,47500,0
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,18900,0
WO,4,north west,Full-time,0,0,0,0,1,No response,0,0,NA,1
HR,3,west midlands,Not stated,0,0,0,1,1,Rejection,1,1,82000,0
WO,3,east,Full-time,0,0,0,0,1,No response,0,0,18000,0
AA,3,north west,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
SW,2,north east,Full-time,1,0,1,0,0,Other further stage,1,0,17000,0
AA,3,london,Part-time,0,0,0,0,1,No response,1,0,NA,1
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
SE,1,east midlands,Full-time,1,0,1,0,0,Other further stage,0,1,30000,0
SW,1,south east,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
WO,2,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,4,south east,Full-time,0,0,0,0,1,No response,0,0,17550,0
WO,3,north west,Full-time,0,0,0,0,0,Not actionable request for further information,0,0,16938,0
SE,3,south east,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,2,london,Full-time,0,0,0,0,1,No response,1,0,18000,0
WO,3,east,Full-time,1,1,0,0,0,Invitation to interview,0,0,18028,0
SE,4,northern ireland,Not stated,0,0,0,0,1,No response,0,1,47000,0
WO,2,south west,Full-time,1,0,1,0,0,Other further stage,0,0,14778,0
AA,2,south west,Full-time,1,1,0,0,0,Invitation to interview,1,0,16500,0
PM,3,south west,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,3,north west,Full-time,0,0,0,0,1,No response,1,0,17160,0
AA,1,wales,Full-time,1,1,0,0,0,Invitation to interview,1,0,15000,0
HR,4,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SW,2,scotland,Other,0,0,0,0,0,Not actionable request for further information,1,0,16290,0
SW,4,east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
SW,4,north west,Other,1,0,1,0,0,Other further stage,1,0,15300,0
CC,3,london,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,1,south west,Part-time,0,0,0,0,1,No response,1,0,NA,1
FM,2,south east,Other,1,1,0,0,0,Invitation to interview,0,1,35000,0
PM,2,east,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,1,south west,Full-time,1,0,1,0,0,Other further stage,1,0,15300,0
FM,4,south east,Not stated,1,0,1,0,0,Other further stage,0,1,39000,0
CC,3,scotland,Full-time,0,0,0,0,1,No response,1,0,14040,0
WO,4,south east,Full-time,0,0,0,0,1,No response,0,0,17460,0
SW,1,north west,Other,0,0,0,0,1,No response,1,0,16389,0
CC,2,wales,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,4,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,4,scotland,Other,0,0,0,1,1,Rejection,1,1,30000,0
FM,2,london,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
FM,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,3,london,Full-time,0,0,0,0,1,No response,0,1,75000,0
