Q5,CVtime_First Click,CVtime_Last Click,CVtime_Page Submit,CVtime_Click Count,hire_10,years_experience,applicant_male,applicant_age,applicant_ethnicity,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,Q117,PROLIFIC_PID,Job,Cond,Name,Dates1,Dates2
ice,0,0,63.485,0,61,8,1,32,7,1,,72,2,5,,no,40,2452,HR,Female Treat,Sarah Brown,5 years,10 years
ice,9.528,66.547,67.261,21,82,5,0,27,7,0,,72,2,7,,Na,40,2453,HR,Female Treat,Sarah Brown,2 years,3 years
ICE,,,,,,,,,,,,,,,,,,2454,,,,,
ice,19.424,163.244,164.196,15,81,5,0,30,7,0,,78,2,5,,No,40,2455,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,111.818,0,99,15,0,36,7,1,,70,2,6,,No,34,2456,HR,Female Treat,Sarah Brown,5 years,10 years
ice,33.286,111.419,112.273,6,90,15,0,40,8,0,,44,2,2,,No,40,2457,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,78.304,0,80,7,0,31,7,0,,70,2,5,,No,33,2458,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.191,91.143,92.672,67,95,8,0,38,7,1,,69,2,2,,No,38,2459,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,28.315,0,83,15,1,34,8,1,,76,3,5,,No,43,2460,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,41.154,0,51,4,0,27,7,0,,63,2,6,,,37,2461,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,183.674,0,85,12,0,35,7,1,,70,2,3,,No,43,2462,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,96.849,108.043,146.881,2,100,8,0,33,8,1,,74,2,5,,no,33,2463,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,79.46,0,100,8,0,29,7,1,,48,2,7,,No,41,2464,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.276,99.764,103.665,40,90,15,0,40,6,0,,67,2,7,,,36,2465,HR,Female Treat,Sarah Brown,5 years,10 years
ice,46.597,164.083,164.935,7,91,5,0,39,7,0,,69,2,5,,,43,2466,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,2467,,,,,
ice,2.569,67.058,82.134,14,91,15,0,40,7,1,,75,2,4,,No,40,2468,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,2.399,98.623,99.203,16,91,12,0,30,7,0,,67,2,5,,No,37,2469,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,2741.712,0,61,20,0,40,7,0,,73,2,3,,,38,2470,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.481,112.642,113.93,50,80,3,0,25,7,1,,71,2,6,,No,28,2471,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,151.325,0,100,7,0,29,7,0,,70,2,5,,,40,2472,HR,Female Treat,Sarah Brown,2 years,3 years
ice,2.748,105.291,106.555,62,92,3,0,32,7,1,,61,2,6,,No,31,2473,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,457.226,0,100,15,0,40,8,0,,80,2,4,,No.,38,2474,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,35.886,35.886,37.104,1,80,15,0,40,7,0,,54,2,5,,No,33,2475,HR,Female Treat,Sarah Brown,5 years,10 years
ice,4.047,93.926,94.614,40,40,5,0,28,7,1,,72,2,5,,No,40,2476,HR,Female Treat,Sarah Brown,2 years,3 years
ice,2.7,21.696,72.937,4,78,14,0,38,7,0,,73,3,7,,No,37,2477,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,2.688,38.492,39.284,33,88,4,0,29,7,1,,64,2,6,,No,37,2478,HR,Female Treat,Sarah Brown,2 years,3 years
ice,6.746,64.039,69.542,12,71,5,0,31,7,0,,70,2,6,,No,39,2479,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.386,3.861,29.315,6,100,15,0,40,7,0,,75,2,5,,No.,43,2480,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,551.261,0,50,2.5,0,25,7,1,,66,1,3,,no,40,2481,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0.99,67.444,68.643,51,86,15,1,36,7,0,,75,1,5,,No,38,2482,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,112.931,0,92,6,0,28,7,1,,75,3,6,,No,30,2483,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,5.64,119.78,120.426,40,40,5,0,26,7,1,,70,2,5,,No,32,2484,HR,Female Treat,Sarah Brown,2 years,3 years
ice,3.565,126.005,127.139,35,91,5,0,40,7,0,,69,2,7,,,33,2485,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2486,,,,,
Ice,,,,,,,,,,,,,,,,,,2487,,,,,
ice,3.326,116.876,119.653,58,80,5,0,31,7,0,,66,2,5,,No,32,2488,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,171.286,0,30,4,0,26,7,0,,71,2,5,,no,43,2489,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,128.908,0,100,15,0,33,7,0,,68,2,6,,No,37,2490,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2491,,,,,
ice,1.272,138.129,141.502,62,100,8,0,33,7,0,,60,2,5,,No,36,2492,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,173.322,0,100,5,0,30,7,1,,65,2,2,,No,32,2493,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.245,32.549,33.348,24,100,15,0,35,8,1,,80,2,3,,No,40,2494,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,4.801,32.472,34.338,6,86,15,0,38,7,1,,67,2,3,,No,33,2495,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2496,,,,,
ice,15.525,140.424,141.695,41,91,5,0,32,7,0,,71,2,7,,no,34,2497,HR,Female Treat,Sarah Brown,2 years,3 years
ice,18.043,18.043,56.483,1,82,3,0,34,7,0,,52,2,7,,no,38,2498,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2499,,,,,
ice,8.82,261.94,429.697,15,100,15,0,36,5,0,,71,3,8,Bachelor's degree (3 years),"You have 'mturk' on the opening page. Also, was it intentional to leave the placeholders for email and phone number on the CV?",42,2500,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,7.45,23.798,71.28,3,73,15,0,40,7,0,,77,2,6,,No,42,2501,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,3.393,58.185,58.778,25,67,18,0,45,7,0,,72,2,2,,No,43,2502,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,59.846,0,90,15,0,36,7,1,,69,2,6,,No,40,2503,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,207.815,241.843,243.523,5,88,15,0,35,6,1,,58,2,3,,No,38,2504,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,4.528,79.746,81.64,14,90,6,0,25,7,1,,74,2,2,,No,31,2505,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,123.221,0,67,15,0,40,7,0,,74,1,5,,no,43,2506,HR,Female Treat,Sarah Brown,5 years,10 years
ice,4.5,128.206,129.191,52,92,15,0,39,7,0,,67,2,5,,,40,2507,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,193.145,0,90,5,0,35,8,1,,61,5,5,,No,42,2508,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,104.86,0,91,15,0,42,7,0,,74,2,3,,No,43,2509,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2510,,,,,
ice,1.696,48.386,50.807,46,100,5,0,30,8,0,,76,2,5,,No,38,2511,HR,Female Treat,Sarah Brown,2 years,3 years
ice,14.106,35.816,39.092,7,100,10,0,38,7,0,,38,2,5,,No,40,2512,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,54.586,0,100,15,0,35,7,1,,59,2,6,,no,32,2513,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,36.225,36.225,36.857,1,70,3,0,25,7,1,,56,2,5,,quite alot of data to remember and read.,34,2514,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,14.223,40.352,40.391,8,81,5,0,30,7,0,,61,2,7,,No,37,2515,HR,Female Treat,Sarah Brown,2 years,3 years
ice,22.599,126.411,128.294,10,99,15,0,37,7,0,,72,2,6,,no,38,2516,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,69.852,0,80,5,0,29,7,1,,76,2,4,,No,32,2517,HR,Female Treat,Sarah Brown,2 years,3 years
ice,40.522,156.311,161.274,7,85,4,0,26,7,0,,65,2,5,,No,33,2518,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,112.544,0,91,15,0,37,7,1,,72,2,5,,No.,40,2519,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,2520,,,,,
ice,5.373,102.312,103.455,14,100,7,0,30,7,0,,77,2,5,,,38,2521,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,18.364,38.463,39.915,13,68,5,0,35,7,0,,76,2,5,,No,43,2522,HR,Female Treat,Sarah Brown,2 years,3 years
ice,51.681,264.621,266.513,6,83,4,0,26,7,0,,72,3,6,,No,43,2523,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,2.695,65.003,65.627,43,98,8,0,33,7,0,,70,3,5,,No,40,2524,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,14.039,0,71,19,0,37,7,0,,65,2,5,,no,37,2525,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,15.862,0,71,15,0,41,7,1,,57,2,5,,no,43,2526,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,5.727,175.818,180.642,29,93,3,1,32,7,1,,70,2,6,,No,34,2527,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,3.551,52.771,53.452,18,73,15,0,35,7,0,,73,2,6,,No,34,2528,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.378,30.23,31.724,20,55,5,1,40,6,0,,58,2,4,,"no
",38,2529,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,30.716,157.372,158.329,4,81,5,0,28,7,0,,59,2,6,,no,38,2530,HR,Female Treat,Sarah Brown,2 years,3 years
ice,15.591,94.65,95.636,56,73,5,0,30,7,0,,66,1,6,,No,33,2531,HR,Female Treat,Sarah Brown,2 years,3 years
ice,12.018,42.514,115.074,10,70,12,0,35,7,1,,62,2,4,,,33,2532,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,5.531,159.714,161.863,65,100,15,0,45,7,0,,61,2,6,,No,34,2533,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2534,,,,,
Ice,,,,,,,,,,,,,,,,,,2535,,,,,
ice,1.532,329.792,331.085,80,90,15,0,39,6,1,,67,2,7,,No,34,2536,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,69.56,0,92,11,0,32,8,1,,69,3,5,,Question about the race of the candidate,40,2537,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,3.108,7.318,7.348,6,80,13,0,35,4,0,,78,2,5,,,36,2538,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,2.149,111.456,117.152,19,80,15,0,38,7,1,,57,2,2,,No,40,2539,HR,Female Treat,Sarah Brown,5 years,10 years
ice,5.934,76.986,78.927,17,88,8,0,33,7,0,,73,2,5,,No,33,2540,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,2.976,0,68,10,0,25,7,1,,69,2,3,,no,32,2541,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.828,42.792,43.608,34,79,5,1,32,6,0,,73,2,6,,No,37,2542,HR,Female Treat,Sarah Brown,5 years,10 years
ice,3.3,120.405,121.2,79,85,2,0,33,7,1,,72,2,4,,No. ,28,2543,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2544,,,,,
ice,2.503,185.565,186.325,83,80,6,0,35,7,0,,70,2,5,,No,34,2545,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,6.774,176.222,186.656,16,70,6,0,30,6,0,,66,5,3,,No,30,2546,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,12.077,307.191,308.322,21,91,5,0,30,7,0,,53,5,5,,No,38,2547,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,36.321,0,71,14,0,32,7,0,,72,2,3,,No,31,2548,HR,Female Treat,Sarah Brown,5 years,10 years
ice,15.224,56.458,87.888,55,100,5,0,40,7,0,,72,2,5,,It's interesting!,41,2549,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,149.295,0,91,5,0,30,7,0,,79,2,5,,no,37,2550,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0.1,70.924,72.045,26,90,6,0,34,7,0,,77,2,5,,No,30,2551,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,78.433,0,100,5,0,32,7,0,,76,2,4,,,37,2552,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,36.706,0,100,16,1,38,7,1,,59,2,5,,No,32,2553,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,2.84,47.425,49.193,25,90,15,0,35,7,0,,76,2,5,,No,38,2554,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,64.134,0,72,5,1,27,7,1,,77,2,6,,No,33,2555,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,23.705,23.705,65.183,1,91,6,0,35,7,0,,73,2,3,,No,43,2556,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,52.515,0,88,5,0,26,7,1,,37,2,1,,No,39,2557,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,104.736,0,100,14,0,38,7,1,,61,2,3,,no,42,2558,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,58.851,0,91,7,0,39,7,1,,75,2,5,,No,33,2559,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,39.714,84.195,88.121,2,100,8,0,37,5,0,,65,2,5,,No,30,2560,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,108.2,0,87,7,0,29,7,0,,69,1,5,,no,41,2561,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,58.818,0,64,8,0,31,7,0,,71,3,5,,Np,32,2562,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,69.015,0,94,7,0,31,5,1,,70,2,5,,,33,2563,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,39.687,0,100,7,0,35,7,0,,57,2,5,,no,41,2564,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,39.334,39.334,39.644,1,85,7,0,34,7,0,,73,2,5,,,32,2565,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,57.049,0,100,15,0,45,7,1,,72,3,3,,No,43,2566,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,17.508,0,100,15,0,37,7,0,,65,2,2,,No,36,2567,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,61.781,0,80,2,0,27,7,0,,70,3,5,,No,43,2568,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,73.202,0,90,10,0,40,7,0,,72,2,5,,No,40,2569,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,104.482,0,81,8,0,30,7,0,,68,2,5,,no,43,2570,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,62.159,0,100,15,0,37,7,1,,59,2,3,,no,32,2571,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,7.65,93.266,95.992,3,100,5,0,27,7,0,,55,3,3,,,43,2572,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,73.209,0,80,5,0,27,7,1,,48,2,6,,No,37,2573,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,138.013,338.641,341.666,6,90,15,0,40,7,0,,81,2,5,,no,37,2574,HR,Female Treat,Sarah Brown,5 years,10 years
ice,112.292,112.964,113.886,2,70,7,0,35,7,0,,75,2,5,,no,38,2575,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,54.949,0,76,6,0,33,7,1,,68,2,7,,no,37,2576,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,6.775,6.775,27.435,1,80,10,0,35,7,0,,74,2,5,,No.,40,2577,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,92.2,0,70,5,0,35,7,1,,45,2,5,,,37,2578,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,3.57,20.394,21.818,6,91,5,0,30,7,0,,74,5,3,,No,32,2579,HR,Female Treat,Sarah Brown,2 years,3 years
ice,6.507,20.653,25.054,4,91,8,0,32,7,0,,74,2,5,,No,33,2580,HR,Female Treat,Sarah Brown,5 years,10 years
Ice,,,,,,,,,,,,,,,,,,2581,,,,,
ice,0,0,67.258,0,72,7.5,0,32,7,1,,71,2,5,,No,37,2582,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,60.451,126.672,164.2,8,97,5,0,27,7,0,,50,2,4,,,37,2583,HR,Female Treat,Sarah Brown,2 years,3 years
ice,59.69,157.807,163.736,6,70,8,99,30,8,1,,68,2,7,,,38,2584,HR,Female Treat,Sarah Brown,5 years,10 years
ice,4.884,11.501,14.859,2,94,15,0,37,7,1,,70,2,2,,No,32,2585,HR,Female Treat,Sarah Brown,5 years,10 years
ice,4.768,63.202,79.072,21,100,7,0,30,8,0,,54,8,6,,,37,2586,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,98.75,0,60,17,0,49,7,1,,72,2,5,,No,33,2587,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,80.817,0,100,5,0,35,7,1,,60,2,2,,No,33,2588,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,79.001,0,81,5,0,30,7,0,,72,2,3,,no,40,2589,HR,Female Treat,Sarah Brown,2 years,3 years
ice,16.182,27.803,38.58,15,63,6,0,29,7,0,,66,1,5,,no,33,2590,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,255.396,0,100,10,0,34,7,1,,59,2,7,,,37,2591,HR,Female Treat,Sarah Brown,2 years,3 years
ice,59.793,93.505,94.772,2,70,4,0,26,7,0,,64,2,6,,no,37,2592,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,8.17,13.97,14.875,3,100,4,0,32,7,1,,80,2,4,,No,38,2593,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,164.578,0,90,16,0,40,7,1,,71,2,5,,No,42,2594,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,11.765,137.659,139.573,8,100,15,0,40,7,0,,75,3,5,,No,36,2595,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,47.639,81.033,92.024,2,71,15,0,37,7,0,,41,2,6,,No,34,2596,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,100.651,0,95,15,0,38,7,0,,69,2,6,,No.,37,2597,HR,Female Treat,Sarah Brown,5 years,10 years
ice,39.677,100.709,104.286,28,100,5,0,30,7,0,,54,2,6,,No,37,2598,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,68.196,0,72,5,0,28,7,0,,78,2,5,,No.,39,2599,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.887,20.717,21.324,10,98,16,0,42,7,0,,74,1,5,,no,39,2600,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,60.865,0,100,15,0,36,7,1,,57,2,5,,No,33,2601,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,4.759,12.255,62.206,14,100,12,0,37,7,0,,68,2,5,,No,37,2602,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,80.21,0,100,10,0,35,7,0,,76,2,5,,No,42,2603,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,44.127,0,95,10,0,33,7,10,,78,5,5,,No,39,2604,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,96.605,0,70,5,0,30,7,1,,78,1,5,,No,40,2605,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.717,34.597,35.401,16,80,15,0,40,4,0,,68,2,5,,No,43,2606,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,129.131,0,80,5,0,30,7,1,,72,3,5,,No.,34,2607,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,2608,,,,,
ice,2.167,11.321,64.984,10,81,10,0,30,4,0,,74,2,3,,No,43,2609,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,16.648,0,86,10,0,39,7,1,,59,2,3,,,30,2610,HR,Female Treat,Sarah Brown,5 years,10 years
ice,147.084,155.617,226.872,2,90,6,0,30,7,0,,82,1,3,,No.,42,2611,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,145.165,0,81,5,0,30,7,1,,63,1,5,,No,38,2612,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,222.409,0,100,5,0,26,7,1,,58,2,5,,,31,2613,HR,Female Treat,Sarah Brown,2 years,3 years
ice,6.35,21.574,22.686,4,99,15,0,38,7,0,,65,2,2,,No,40,2614,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,107.994,0,86,17,0,30,8,1,,61,2,3,,no,40,2615,HR,Female Treat,Sarah Brown,5 years,10 years
ice,68.22,68.22,72.639,1,91,5,0,40,7,0,,48,2,3,,no,43,2616,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,20.645,0,89,2,0,35,7,1,,79,3,5,,No,42,2617,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,52.639,0,100,15,0,50,7,0,,62,2,3,,No,40,2618,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,543.717,0,46,12,0,32,7,1,,69,2,7,,No,31,2619,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,28.979,0,90,5,0,28,7,1,,69,2,2,,no,42,2620,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,21.426,81.929,84.859,7,75,5,0,30,7,1,,73,3,5,,No,33,2621,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,69.004,0,100,7,0,35,7,0,,73,2,5,,no,32,2622,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,59.747,0,76,15,0,35,7,1,,78,1,5,,No,41,2623,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,123.553,0,95,15,0,37,7,0,,73,2,5,,No,33,2624,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,3.283,0,52,7,1,23,7,1,,72,2,7,,No,28,2625,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,194.962,0,91,5,0,27,7,0,,62,2,6,,,39,2626,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,32.855,125.415,127.746,4,100,7,0,35,7,0,,49,2,6,,,41,2627,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.708,120.242,121.173,47,82,7,0,35,7,1,,77,2,3,,No,36,2628,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,77.088,0,82,15,0,37,6,0,,74,2,6,,no,33,2629,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.163,66.805,68.065,53,82,5,0,28,8,1,,75,2,6,,Some of your questions are cut off (maybe site isn't properly compatible with mobile?),34,2630,HR,Female Treat,Sarah Brown,2 years,3 years
ice,49.569,70.173,89.359,2,91,17,0,40,6,1,,46,2,3,,,36,2631,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.983,156.745,157.496,146,81,15,0,38,7,1,,72,2,6,,No.,40,2632,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,7.862,59.717,64.707,57,85,5,0,27,7,1,,66,2,5,,No,32,2633,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,227.092,0,89,9,1,33,7,1,,66,2,5,,No,37,2634,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.86,52.93,53.509,54,80,8,0,30,7,0,,72,2,6,,,43,2635,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,66.294,0,100,5,0,30,7,0,,60,2,3,,No,38,2636,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,112.354,0,100,15,0,38,7,1,,31,2,5,,No,34,2637,HR,Female Treat,Sarah Brown,5 years,10 years
ice,7.916,84.139,85.488,3,92,4,0,34,7,0,,59,2,5,,no,41,2638,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,7.954,35.405,42.124,2,92,8,0,35,7,0,,71,2,2,,,43,2639,HR,Female Treat,Sarah Brown,5 years,10 years
