CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
G-N_STS	Services required by STS regulation	Activités de services demandées par règlement SC	Dienstleistungen gemäß Konjunkturstatistik-Verordnung	Y	This aggregate includes the following NACE activities: G45 to G47, H49 to H53, I55 and I56, J58 to J63, M69 and M702, M71, M73, M74, N78 to N80, N812, N82
G-N_STS_X_G47	Services required by STS regulation (except retail trade and repair)	Activités de services demandées par règlement SC (hors commerce de détail et réparation)	Dienstleistungen gemäß Konjunkturstatistik-Verordnung (ohne Einzelhandel und Reparatur)	Y	This aggregate includes the following NACE activities: G45 and G46, H49 to H53, I55 and I56, J58 to J63, M69 and M702, M71, M73, M74, N78 to N80, N812, N82
G-J	Wholesale and retail trade; transport; accommodation and food service activities; information and communication	Commerce; transport; hébergement et activités de restauration; information and communication	Handel; Instandhaltung; Verkehr; Gastgewerbe/Beherbergung und Gastronomie; Information und Kommunikation	Y	This aggregate includes the NACE sections G to J
G-I_K_L_N_Q-U	Services (except information and communication, professional, scientific and technical activities, public administration and defence; compulsory social security and education)	Services (sauf information et communication, activités spécialisées, scientifiques et techniques, administration publique et enseignement)	Dienstleistungen (ohne Information und Kommunikation, Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Öffentliche Verwaltung, Verteidigung; Sozialversicherung und Erziehung und Unterricht)	Y	
G-I_L_N	Wholesale and retail trade; transport, accommodation and food service, real estate and administrative activities	Commerce, transport, hébergement et restauration, activités immobilières, de services administratifs et de soutien	Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie, Grundstücks- und Wohnungswesen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen	Y	This aggregate includes the NACE sections G to I, L and N
G-I	Wholesale and retail trade, transport, accommodation and food service activities	Commerce, transport, hébergement et activités de restauration	Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie	Y	This aggregate includes all NACE activities from sections G, H and I
G_I_T	Wholesale and retail trade; accommodation and food service activities; activities of households as employers	Commerce; hébergement et restauration; activités des ménages en tant qu'employeurs	Handel; Gastgewerbe/Beherbergung und Gastronomie; Private Haushalte mit Hauspersonal	Y	This aggregate includes all NACE sections G, I and T
G_A017_B0721	Wholesale and retail trade (including hunting, mining of uranium)	Commerce (y compris chasse, extraction de minerais d'uranium)	Handel (mit Jagd, Bergbau auf Uran)	Y	
G	Wholesale and retail trade; repair of motor vehicles and motorcycles	Commerce; réparation d'automobiles et de motocycles	Handel; Instandhaltung und Reparatur von Kraftfahrzeugen	Y	
G45-S951_X_K	Services, without financial sector	Services, sauf secteur financier	Dienstleistungen, ohne Finanzsektor	Y	
G45	Wholesale and retail trade and repair of motor vehicles and motorcycles	Commerce et réparation d'automobiles et de motocycles	Handel mit Kraftfahrzeugen; Instandhaltung und Reparatur von Kraftfahrzeugen	Y	
G45_X_G452	Sale of motor vehicles; sale and repair of motorcycles	Commerce de véhicules automobiles; commerce et réparation de motocycles	Handel mit Kraftwagen; Handel und Reparatur von Krafträdern	Y	This aggregate includes NACE activitye G45 except G452
G451	Sale of motor vehicles	Commerce de véhicules automobiles	Handel mit Kraftwagen	Y	
G4511	Sale of cars and light motor vehicles	Commerce de voitures et de véhicules automobiles légers	Handel mit Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger	Y	
G4519	Sale of other motor vehicles	Commerce d'autres véhicules automobiles	Handel mit Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t	Y	
G452	Maintenance and repair of motor vehicles	Entretien et réparation de véhicules automobiles	Instandhaltung und Reparatur von Kraftwagen	Y	
G4520	Maintenance and repair of motor vehicles	Entretien et réparation de véhicules automobiles	Instandhaltung und Reparatur von Kraftwagen	Y	
G453	Sale of motor vehicle parts and accessories	Commerce d'équipements automobiles	Handel mit Kraftwagenteilen und -zubehör	Y	
G4531	Wholesale trade of motor vehicle parts and accessories	Commerce de gros d'équipements automobiles	Großhandel mit Kraftwagenteilen und -zubehör	Y	
G4532	Retail trade of motor vehicle parts and accessories	Commerce de détail d'équipements automobiles	Einzelhandel mit Kraftwagenteilen und -zubehör	Y	
G454	Sale, maintenance and repair of motorcycles and related parts and accessories	Commerce et réparation de motocycles	Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern	Y	
G4540	Sale, maintenance and repair of motorcycles and related parts and accessories	Commerce et réparation de motocycles	Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern	Y	
G46-M71_INN	Innovation core services activities (Com.Reg. 1450/2004)	Activités économiques de base relatives à l'innovation et au secteur des services (Com.Reg. 1450/2004)	Wichtige Dienstleistungsaktivitäten, die Innovationen betreffen (Com.Reg. 1450/2004)	Y	This aggregate includes the following NACE activities: G46, H, J58, J61, J62, J63, K, and M71
G46-M73_INN	Innovation core services activities (Com.Reg. 995/2012)	Activités économiques de base relatives à l'innovation et au secteur des services (Com.Reg. 995/2012)	Wichtige Dienstleistungsaktivitäten, die Innovationen betreffen (Com.Reg. 995/2012)	Y	This aggregate includes the following NACE activities: G46, H, J, K, M71, M72, and M73
G46_G47_FOOD	Retail and other distribution of food	Commerce de détail et autres formes de distribution des denrées alimentaires	Einzelhandel und sonstiger Vertrieb von Lebensmittelprodukten	Y	
G46	Wholesale trade, except of motor vehicles and motorcycles	Commerce de gros, à l'exception des automobiles et des motocycles	Großhandel (ohne Handel mit Kraftfahrzeugen und Krafträdern)	Y	
G461	Wholesale on a fee or contract basis	Intermédiaires du commerce de gros	Handelsvermittlung	Y	
G4611	Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods	Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis	Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren	Y	
G4612	Agents involved in the sale of fuels, ores, metals and industrial chemicals	Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques	Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien	Y	
G4613	Agents involved in the sale of timber and building materials	Intermédiaires du commerce en bois et matériaux de construction	Handelsvermittlung von Holz, Baustoffen und Anstrichmitteln	Y	
G4614	Agents involved in the sale of machinery, industrial equipment, ships and aircraft	Intermédiaires du commerce en machines, équipements industriels, navires et avions	Handelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen	Y	
G4615	Agents involved in the sale of furniture, household goods, hardware and ironmongery	Intermédiaires du commerce en meubles, articles de ménage et quincaillerie	Handelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren	Y	
G4616	Agents involved in the sale of textiles, clothing, fur, footwear and leather goods	Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir	Handelsvermittlung von Textilien, Bekleidung, Schuhen und Lederwaren	Y	
G4617	Agents involved in the sale of food, beverages and tobacco	Intermédiaires du commerce en denrées, boissons et tabac	Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren	Y	
G4618	Agents specialised in the sale of other particular products	Intermédiaires spécialisés dans le commerce d'autres produits spécifiques	Handelsvermittlung von sonstigen Waren	Y	
G4619	Agents involved in the sale of a variety of goods	Intermédiaires du commerce en produits divers	Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt	Y	
G462	Wholesale of agricultural raw materials and live animals	Commerce de gros de produits agricoles bruts et d'animaux vivants	Großhandel mit landwirtschaftlichen Grundstoffen und lebenden Tieren	Y	
G4621	Wholesale of grain, unmanufactured tobacco, seeds and animal feeds	Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail	Großhandel mit Getreide, Rohtabak, Saatgut und Futtermitteln	Y	
G4622	Wholesale of flowers and plants	Commerce de gros de fleurs et plantes	Großhandel mit Blumen und Pflanzen	Y	
G4623	Wholesale of live animals	Commerce de gros d'animaux vivants	Großhandel mit lebenden Tieren	Y	
G4624	Wholesale of hides, skins and leather	Commerce de gros de cuirs et peaux	Großhandel mit Häuten, Fellen und Leder	Y	
G463	Wholesale of food, beverages and tobacco	Commerce de gros de produits alimentaires, de boissons et de tabac	Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren	Y	
G4631	Wholesale of fruit and vegetables	Commerce de gros de fruits et légumes	Großhandel mit Obst, Gemüse und Kartoffeln	Y	
G4632	Wholesale of meat and meat products	Commerce de gros de viandes et de produits à base de viande	Großhandel mit Fleisch und Fleischwaren	Y	
G4633	Wholesale of dairy products, eggs and edible oils and fats	Commerce de gros de produits laitiers, oeufs, huiles et matières grasses comestibles	Großhandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten	Y	
G4634	Wholesale of beverages	Commerce de gros de boissons	Großhandel mit Getränken	Y	
G4635	Wholesale of tobacco products	Commerce de gros de produits à base de de tabac	Großhandel mit Tabakwaren	Y	
G4636	Wholesale of sugar and chocolate and sugar confectionery	Commerce de gros de sucre, chocolat et confiserie	Großhandel mit Zucker, Süßwaren und Backwaren	Y	
G4637	Wholesale of coffee, tea, cocoa and spices	Commerce de gros de café, thé, cacao et épices	Großhandel mit Kaffee, Tee, Kakao und Gewürzen	Y	
G4638	Wholesale of other food, including fish, crustaceans and molluscs	Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques	Großhandel mit sonstigen Nahrungs- und Genussmitteln	Y	
G4639	Non-specialised wholesale of food, beverages and tobacco	Commerce de gros non spécialisé de denrées, boissons et tabac	Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt	Y	
G464	Wholesale of household goods	Commerce de gros de biens domestiques	Großhandel mit Gebrauchs- und Verbrauchsgütern	Y	
G4641	Wholesale of textiles	Commerce de gros de textiles	Großhandel mit Textilien	Y	
G4642	Wholesale of clothing and footwear	Commerce de gros d'habillement et de chaussures	Großhandel mit Bekleidung und Schuhen	Y	
G4643	Wholesale of electrical household appliances	Commerce de gros d'appareils électroménagers	Großhandel mit Foto- und optischen Erzeugnissen, elektrischen Haushaltsgeräten und Geräten der Unterhaltungselektronik	Y	
G4644	Wholesale of china and glassware and cleaning materials	Commerce de gros de vaisselle, verrerie et produits d'entretien	Großhandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln	Y	
G4645	Wholesale of perfume and cosmetics	Commerce de gros de parfumerie et de produits de beauté	Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln	Y	
G4646	Wholesale of pharmaceutical goods	Commerce de gros de produits pharmaceutiques	Großhandel mit pharmazeutischen, medizinischen und orthopädischen Erzeugnissen	Y	
G4647	Wholesale of furniture, carpets and lighting equipment	Commerce de gros de meubles, de tapis et d'appareils d'éclairage	Großhandel mit Möbeln, Teppichen, Lampen und Leuchten	Y	
G4648	Wholesale of watches and jewellery	Commerce de gros d'articles d'horlogerie et de bijouterie	Großhandel mit Uhren und Schmuck	Y	
G4649	Wholesale of other household goods	Commerce de gros dautres biens domestiques	Großhandel mit sonstigen Gebrauchs- und Verbrauchsgütern	Y	
G465	Wholesale of information and communication equipment	Commerce de gros d'équipements de l'information et de la communication	Großhandel mit Geräten der Informations- und Kommunikationstechnik	Y	
G4651	Wholesale of computers, computer peripheral equipment and software	Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels	Großhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software	Y	
G4652	Wholesale of electronic and telecommunications equipment and parts	Commerce de gros de composants et d'équipements électroniques et de télécommunication	Großhandel mit elektronischen Bauteilen und Telekommunikationsgeräten	Y	
G466	Wholesale of other machinery, equipment and supplies	Commerce de gros d'autres équipements industriels	Großhandel mit sonstigen Maschinen, Ausrüstungen und Zubehör	Y	
G4661	Wholesale of agricultural machinery, equipment and supplies	Commerce de gros de matériel agricole	Großhandel mit landwirtschaftlichen Maschinen, und Geräten	Y	
G4662	Wholesale of machine tools	Commerce de gros de machines-outils	Großhandel mit Werkzeugmaschinen	Y	
G4663	Wholesale of mining, construction and civil engineering machinery	Commerce de gros de machines pour l'extraction, la construction et le génie civil	Großhandel mit Bergwerks-, Bau- und Baustoffmaschinen	Y	
G4664	Wholesale of machinery for the textile industry and of sewing and knitting machines	Commerce de gros de machines pour l'industrie textile et l'habillement	Großhandel mit Textil-, Näh- und Strickmaschinen	Y	
G4665	Wholesale of office furniture	Commerce de gros de mobilier de bureau	Großhandel mit Büromöbeln	Y	
G4666	Wholesale of other office machinery and equipment	Commerce de gros d'autres machines et équipements de bureau	Großhandel mit sonstigen Büromaschinen und Einrichtungen	Y	
G4669	Wholesale of other machinery and equipment	Commerce de gros d'autres machines et équipements	Großhandel mit sonstigen Maschinen und Ausrüstungen	Y	
G467	Other specialised wholesale	Autres commerces de gros spécialisés	Sonstiger Großhandel	Y	
G4671	Wholesale of solid, liquid and gaseous fuels and related products	Commerce de gros de combustibles et de produits annexes	Großhandel mit festen Brennstoffen und Mineralölerzeugnissen	Y	
G4672	Wholesale of metals and metal ores	Commerce de gros de minerais et métaux	Großhandel mit Erzen, Metallen und Metallhalbzeug	Y	
G4673	Wholesale of wood, construction materials and sanitary equipment	Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires	Großhandel mit Holz, Baustoffen, Anstrichmitteln und Sanitärkeramik	Y	
G4674	Wholesale of hardware, plumbing and heating equipment and supplies	Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage	Großhandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung	Y	
G4675	Wholesale of chemical products	Commerce de gros de produits chimiques	Großhandel mit chemischen Erzeugnissen	Y	
G4676	Wholesale of other intermediate products	Commerce de gros d'autres produits intermédiaires	Großhandel mit sonstigen Halbwaren	Y	
G4677	Wholesale of waste and scrap	Commerce de gros de déchets et débris	Großhandel mit Altmaterialien und Reststoffen	Y	
G469	Non-specialised wholesale trade	Commerce de gros non spécialisé	Großhandel ohne ausgeprägten Schwerpunkt	Y	
G4690	Non-specialised wholesale trade	Commerce de gros non spécialisé	Großhandel ohne ausgeprägten Schwerpunkt	Y	
G47	Retail trade, except of motor vehicles and motorcycles	Commerce de détail, à l'exception des automobiles et des motocycles	Einzelhandel (ohne Handel mit Kraftfahrzeugen)	Y	
G47_X_G473	Retail trade, except of motor vehicles, motorcyles and fuel	Commerce de détail, à l'exception des automobiles, motocycles et carburants	Einzelhandel (ohne Handel mit Kraftfahrzeugen und Motorenkraftstoffen)	Y	
G47_FOOD	Retail sale of food, beverages and tobacco	Commerce de détail alimentaire	Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren	Y	This aggregate includes the NACE activities G4711 and  G472
G47_NFOOD	Retail sale of non-food products (including fuel)	Commerce de détail non-alimentaire (y compris carburants)	Einzelhandel ohne Nahrungs- und Genussmittel, Getränke und Tabakwaren (einschließlich Motorenkraftstoffe)	Y	This aggregate includes the NACE activities G4719, G473 to G479
G47_NFOOD_X_G473	Retail sale of non-food products (except fuel)	Commerce de détail non-alimentaire (hors carburants)	Einzelhandel ohne Nahrungs- und Genussmittel, Getränke und Tabakwaren (ohne Motorenkraftstoffe)	Y	
G47_NF_CLTH	Retail sale of textiles, clothing, footware and leather goods in specialised stores	Commerce de détail de textiles, d'habillement, de chaussures et d'articles en cuir en magasin spécialisé	Einzelhandel mit Textilien, Bekleidung, Schuhen und Lederwaren (in Verkaufsräumen)	Y	This aggregate includes the NACE activities G4751, G4771 and G4772
G47_NF_HLTH	Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores	Commerce de détail de produits pharmaceutiques ; d'articles médicaux et orthopédiques ; de parfumerie et de produits de beauté en magasin spécialisé	Apotheken; Einzelhandel mit medizinischen und orthopädischen Artikeln; mit kosmetischen Erzeugnissen und Körperpflegemitteln (in Verkaufsräumen)	Y	This aggregate includes the NACE activities G4773 to G4775
G47_NF_OTH	Retail sale of information and communication equipment; other household equipment (except textiles); cultural and recreation goods, etc. in specialised stores	Commerce de détail d'équipements de l'information et de la communication ; d'autres équipements du foyer (hors textiles) ; de biens culturels et de loisirs etc. en magasin spécialisé	Einzelhandel mit Geräten der Informations- und Kommunikationstechnik; sonstigen Haushaltsgeräten, Heimwerker- und Einrichtungsbedarf; Verlagsprodukten, Sportausrüstungen und Spielwaren usw. (in Verkaufsräumen)	Y	
G47_NF_OTH1	Retail sale of computers, peripheral units and software; telecommunications equipment, etc. in specialised stores	Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels ; de matériels de télécommunication etc. en magasin spécialisé	Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software; Telekommunikationsgeräten usw. (in Verkaufsräumen)	Y	This aggregate includes the following NACE activities: G4741, G4742, G4753, G4761, G4762, G4764, G4765, G4776, G4777, G4778
G47_NF_OTH2	Retail sale of audio and video equipment; hardware, paints and glass; electrical household appliances, etc. in specialised stores	Commerce de détail de matériels audio/vidéo ; de quincaillerie, peintures et verres ; d'appareils électroménagers etc. en magasin spécialisé	Einzelhandel mit Geräten der Unterhaltungselektronik; mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf; mit elektrischen Haushaltsgeräten usw. (in Verkaufsräumen)	Y	This aggregate includes the NACE activities G4743, G4752, G4754, G4759 and G4763
G47_X_G471	Retail trade except of motor vehicles and motorcycles, except retail sale in non-specialised stores	Commerce de détail, à l'exception des automobiles et des motocycles et du commerce de détail en magasin non spécialisé	Einzelhandel (ohne Handel mit Kraftfahrzeugen), ohne Waren verschiedener Art in Verkaufsräumen)	Y	This aggregate includes the NACE activities G472, G473, G474, G475, G476, G477, G478 and G479
G471	Retail sale in non-specialised stores	Commerce de détail en magasin non spécialisé	Einzelhandel mit Waren verschiedener Art (in Verkaufsräumen)	Y	
G4711	Retail sale in non-specialised stores with food, beverages or tobacco predominating	Commerce de détail en magasin non spécialisé à prédominance alimentaire	Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nahrungs- und Genussmittel, Getränke und Tabakwaren	Y	
G4719	Other retail sale in non-specialised stores	Autre commerce de détail en magasin non spécialisé	Sonstiger Einzelhandel mit Waren verschiedener Art	Y	
G472	Retail sale of food, beverages and tobacco in specialised stores	Commerce de détail alimentaire en magasin spécialisé	Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren (in Verkaufsräumen)	Y	
G4721	Retail sale of fruit and vegetables in specialised stores	Commerce de détail de fruits et légumes en magasin spécialisé	Einzelhandel mit Obst, Gemüse und Kartoffeln	Y	
G4722	Retail sale of meat and meat products in specialised stores	Commerce de détail de viandes et de produits à base de viande en magasin spécialisé	Einzelhandel mit Fleisch und Fleischwaren	Y	
G4723	Retail sale of fish, crustaceans and molluscs in specialised stores	Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé	Einzelhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen	Y	
G4724	Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores	Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé	Einzelhandel mit Back- und Süßwaren	Y	
G4725	Retail sale of beverages in specialised stores	Commerce de détail de boissons en magasin spécialisé	Einzelhandel mit Getränken	Y	
G4726	Retail sale of tobacco products in specialised stores	Commerce de détail de produits à base de tabac en magasin spécialisé	Einzelhandel mit Tabakwaren	Y	
G4729	Other retail sale of food in specialised stores	Autres commerces de détail alimentaires en magasin spécialisé	Sonstiger Einzelhandel mit Nahrungs- und Genussmitteln	Y	
G473	Retail sale of automotive fuel in specialised stores	Commerce de détail de carburants en magasin spécialisé	Einzelhandel mit Motorenkraftstoffen (Tankstellen)	Y	
G4730	Retail sale of automotive fuel in specialised stores	Commerce de détail de carburants en magasin spécialisé	Einzelhandel mit Motorenkraftstoffen (Tankstellen)	Y	
G474	Retail sale of information and communication equipment in specialised stores	Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé	Einzelhandel mit Geräten der Informations- und Kommunikationstechnik (in Verkaufsräumen)	Y	
G4741	Retail sale of computers, peripheral units and software in specialised stores	Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé	Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software	Y	
G4742	Retail sale of telecommunications equipment in specialised stores	Commerce de détail de matériels de télécommunication en magasin spécialisé	Einzelhandel mit Telekommunikationsgeräten	Y	
G4743	Retail sale of audio and video equipment in specialised stores	Commerce de détail de matériels audio/vidéo en magasin spécialisé	Einzelhandel mit Geräten der Unterhaltungselektronik	Y	
G475	Retail sale of other household equipment in specialised stores	Commerce de détail d'autres équipements du foyer en magasin spécialisé	Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf (in Verkaufsräumen)	Y	
G4751	Retail sale of textiles in specialised stores	Commerce de détail de textiles en magasin spécialisé	Einzelhandel mit Textilien	Y	
G4752	Retail sale of hardware, paints and glass in specialised stores	Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé	Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf	Y	
G4753	Retail sale of carpets, rugs, wall and floor coverings in specialised stores	Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé	Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten	Y	
G4754	Retail sale of electrical household appliances in specialised stores	Commerce de détail d'appareils électroménagers en magasin spécialisé	Einzelhandel mit elektrischen Haushaltsgeräten	Y	
G4759	Retail sale of furniture, lighting equipment and other household articles in specialised stores	Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé	Einzelhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat	Y	
G476	Retail sale of cultural and recreation goods in specialised stores	Commerce de détail de biens culturels et de loisirs en magasin spécialisé	Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren (in Verkaufsräumen)	Y	
G4761	Retail sale of books in specialised stores	Commerce de détail de livres en magasin spécialisé	Einzelhandel mit Büchern	Y	
G4762	Retail sale of newspapers and stationery in specialised stores	Commerce de détail de journaux et papeterie en magasin spécialisé	Einzelhandel mit Zeitschriften, Zeitungen, Schreibwaren und Bürobedarf	Y	
G4763	Retail sale of music and video recordings in specialised stores	Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé	Einzelhandel mit bespielten Ton- und Bildträgern	Y	
G4764	Retail sale of sporting equipment in specialised stores	Commerce de détail d'articles de sport en magasin spécialisé	Einzelhandel mit Fahrrädern, Sport- und Campingartikeln	Y	
G4765	Retail sale of games and toys in specialised stores	Commerce de détail de jeux et jouets en magasin spécialisé	Einzelhandel mit Spielwaren	Y	
G477	Retail sale of other goods in specialised stores	Autres commerces de détail en magasin spécialisé	Einzelhandel mit sonstigen Gütern (in Verkaufsräumen)	Y	
G4771	Retail sale of clothing in specialised stores	Commerce de détail d'habillement en magasin spécialisé	Einzelhandel mit Bekleidung	Y	
G4772	Retail sale of footwear and leather goods in specialised stores	Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé	Einzelhandel mit Schuhen und Lederwaren	Y	
G4773	Dispensing chemist in specialised stores	Commerce de détail de produits pharmaceutiques en magasin spécialisé	Apotheken	Y	
G4774	Retail sale of medical and orthopaedic goods in specialised stores	Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé	Einzelhandel mit medizinischen und orthopädischen Artikeln	Y	
G4775	Retail sale of cosmetic and toilet articles in specialised stores	Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé	Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln	Y	
G4776	Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores	Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé	Einzelhandel mit Blumen, Pflanzen, Sämereien, Düngemitteln, zoologischem Bedarf und lebenden Tieren	Y	
G4777	Retail sale of watches and jewellery in specialised stores	Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé	Einzelhandel mit Uhren und Schmuck	Y	
G4778	Other retail sale of new goods in specialised stores	Autre commerce de détail de biens neufs en magasin spécialisé	Sonstiger Einzelhandel in Verkaufsräumen (ohne Antiquitäten und Gebrauchtwaren)	Y	
G4779	Retail sale of second-hand goods in stores	Commerce de détail de biens d'occasion en magasin	Einzelhandel mit Antiquitäten und Gebrauchtwaren	Y	
G478	Retail sale via stalls and markets	Commerce de détail sur éventaires et marchés	Einzelhandel an Verkaufsständen und auf Märkten	Y	
G4781	Retail sale via stalls and markets of food, beverages and tobacco products	Commerce de détail alimentaire sur éventaires et marchés	Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten	Y	
G4782	Retail sale via stalls and markets of textiles, clothing and footwear	Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés	Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten	Y	
G4789	Retail sale via stalls and markets of other goods	Autres commerces de détail sur éventaires et marchés	Einzelhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten	Y	
G479	Retail trade not in stores, stalls or markets	Commerce de détail hors magasin, éventaires ou marchés	Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten	Y	
G4791	Retail sale via mail order houses or via Internet	Vente à distance	Versand- und Internet-Einzelhandel	Y	
G4799	Other retail sale not in stores, stalls or markets	Autres commerces de détail hors magasin, éventaires ou marchés	Sonstiger Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten	Y	
TI	Total tourism industries	Total des industries du tourisme	Tourismusindustrie insgesamt	Y	This aggregate includes the following NACE activities: H491, H4932, H4939, H501, H503, H511, I551, I552, I553, I561, I563, N771, N7721 and N79
TIM	Tourism industries - mainly tourism	Industries du tourisme - principalement tourisme	Tourismusindustrie - ausschließlich Tourismus	Y	This aggregate includes the following NACE activities: H511, I551, I552, I553 and N791
TIP	Tourism industries - partially tourism	Industries du tourisme - partiellement tourisme	Tourismusindustrie - Tourismus u. a.	Y	This aggregate includes the following NACE activities: H491, H4932, H4939, H501, H503, I561, I563, N771, N7721 and N799
TI_H4931	Total tourism industries; urban and suburban passenger land transport	Total des industries du tourisme; transports urbains et suburbains de voyageurs	Tourismusindustrie insgesamt; Personenbeförderung im Nahverkehr zu Lande (ohne Taxis)	Y	This aggregate includes the following NACE activities: H491, H4931, H4932, H4939, H501, H503, H511, I551, I552, I553, I561, I563, N771, N7721 and N79
TI_WTO	Total tourism industries; other accommodation and food service activities; real estate activities	Total des industries du tourisme; autres hébergements et services de restauration; cctivités immobilières	Tourismusindustrie insgesamt; Sonstige Beherbergungsstätten und Erbringung Verpflegungsdienstleistungen; Grundstücks- und Wohnungswesen	Y	This aggregate includes the following NACE activities: H491, H4932, H4939, H501, H503, H511, I551, I552, I553, I559, I561, I5629, I563, L68, N771, N7721 and N79
TI_TR	Total tourism industries - transport	Total des industries du tourisme - transports	Tourismusindustrie insgesamt - Verkehr	Y	This aggregate includes the following NACE activities: H491, H4932, H4939, H501, H503 and H511
TI_LTR	Tourism industries - land transport	Industries du tourisme - transports terrestres	Tourismusindustrie - Landverkehr	Y	This aggregate includes the following NACE activities: H491, H4932 and H4939
TI_WTR	Tourism industries - water transport	Industries du tourisme - transports par eau	Tourismusindustrie - Schifffahrt	Y	This aggregate includes the following NACE activities: H501 and H503
PTR	Passenger transport	Transports de passagers	Personenbeförderung	Y	This aggregate includes the following NACE activities: H491, H4932, H4939, H501, H503 and H511
PLTR	Passenger land transport	Transports terrestres de voyageurs	Personenbeförderung im Landverkehr	Y	This aggregate includes the following NACE activities: H491, H4932 and H4939
PRTR	Passenger road transport	Transports routiers de voyageurs	Personenbeförderung im Straßenverkehr	Y	This aggregate includes NACE activities: H4932 and H4939
